No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,,,
8468,TRD2022090205163,Kali Rungkut,60119,Bandung,52137,3,4,SIUNT,,,
8469,TRD2022090205310,Kali Rungkut,60119,Bangetayu Wetan,50115,2,3,SIUNT,,,
8470,TRD2022090205412,Kali Rungkut,60119,Bangkelekila,91853,5,7,SIUNT,,,
8471,TRD2022090205175,Kali Rungkut,60119,Bangoan,66229,4,6,SIUNT,,,
8472,TRD2022090205641,Kali Rungkut,60119,Bangoan,66229,4,6,SIUNT,,,
8473,TRD2022090205537,Kali Rungkut,60119,Bangunjiwo,55184,4,6,SIUNT,,,
8474,TRD2022090205467,Kali Rungkut,60119,Bangun Purba,28557,9,12,SIUNT,,,
8475,TRD2022090205454,Kali Rungkut,60119,Bangun Purba,28557,9,12,SIUNT,,,
8476,TRD2022090205372,Kali Rungkut,60119,Bangun Purba,28557,9,12,SIUNT,,,
8477,TRD2022090205313,Kali Rungkut,60119,Banguntapan,55198,4,6,SIUNT,,,
8478,TRD2022090205141,Kali Rungkut,60119,Banjaranyar,52216,3,4,SIUNT,,,
8479,TRD2022090205195,Kali Rungkut,60119,Banjarbendo,61225,2,3,SIUNT,,,
8480,TRD2022090205743,Kali Rungkut,60119,Banjarejo,62118,3,4,SIUNT,,,
8481,TRD2022090205346,Kali Rungkut,60119,Bantargebang,17151,1,2,SIUNT,,,
8482,TRD2022090205281,Kali Rungkut,60119,Banyuanyar,57137,2,3,SIUNT,,,
8483,TRD2022090205714,Kali Rungkut,60119,Banyubunih,69173,4,6,SIUNT,,,
8484,TRD2022090205614,Kali Rungkut,60119,Banyumanik,50264,2,3,SIUNT,,,
8485,TRD2022090205706,Kali Rungkut,60119,Banyumudal,52354,4,6,SIUNT,,,
8486,TRD2022090205755,Kali Rungkut,60119,Banyurasa,46155,5,7,SIUNT,,,
8487,TRD2022090205728,Kali Rungkut,60119,Bara-Baraya Timur,90143,2,3,SIUNT,,,
8488,TRD2022090205459,Kali Rungkut,60119,Baraya,92351,5,7,SIUNT,,,
8489,TRD2022090205773,Kali Rungkut,60119,Baru,94514,9,11,SIUNT,,,
8490,TRD2022090205463,Kali Rungkut,60119,Baru,13780,1,2,SIUNT,,,
8491,TRD2022090205506,Kali Rungkut,60119,Baru,94221,3,4,SIUNT,,,
8492,TRD2022090205502,Kali Rungkut,60119,Batangkaluku,92117,5,7,SIUNT,,,
8493,TRD2022090205183,Kali Rungkut,60119,Batangkaluku,92117,5,7,SIUNT,,,
8494,TRD2022090205643,Kali Rungkut,60119,Batangkaluku,92117,5,7,SIUNT,,,
8495,TRD2022090205663,Kali Rungkut,60119,Bategencu,94661,11,13,SIUNT,,,
8496,TRD2022090205259,Kali Rungkut,60119,Batu Besar,29466,3,4,SIUNT,,,
8497,TRD2022090205284,Kali Rungkut,60119,Batumarta II,32152,5,7,SIUNT,,,
8498,TRD2022090205272,Kali Rungkut,60119,Batununggal,40266,2,3,SIUNT,,,
8499,TRD2022090205524,Kali Rungkut,60119,Baturuyuk,45453,4,6,SIUNT,,,
8500,TRD2022090205193,Kali Rungkut,60119,Bebalang,80614,5,7,SIUNT,,,
8501,TRD2022090205318,Kali Rungkut,60119,Bebalang,80614,5,7,SIUNT,,,
8502,TRD2022090205513,Kali Rungkut,60119,Beber,83552,9,11,SIUNT,,,
8503,TRD2022090205573,Kali Rungkut,60119,Bedahan,16519,1,2,SIUNT,,,
8504,TRD2022090205206,Kali Rungkut,60119,Beja,86413,7,9,SIUNT,,,
8505,TRD2022090205250,Kali Rungkut,60119,Beja,86413,7,9,SIUNT,,,
8506,TRD2022090205670,Kali Rungkut,60119,Beji,16421,1,2,SIUNT,,,
8507,TRD2022090205415,Kali Rungkut,60119,Beji,16421,1,2,SIUNT,,,
8508,TRD2022090205658,Kali Rungkut,60119,Beji,16431,1,2,SIUNT,,,
8509,TRD2022090205247,Kali Rungkut,60119,Belawan Bahari,20414,2,4,SIUNT,,,
8510,TRD2022090205546,Kali Rungkut,60119,Bencah/Boncah Kesuma,28554,9,12,SIUNT,,,
8511,TRD2022090205343,Kali Rungkut,60119,Bendokaton Kidul,59155,4,6,SIUNT,,,
8512,TRD2022090205768,Kali Rungkut,60119,Bendungan Hilir,10210,1,2,SIUNT,,,
8513,TRD2022090205242,Kali Rungkut,60119,Bendungan Hilir,10210,1,2,SIUNT,,,
8514,TRD2022090205302,Kali Rungkut,60119,Bendungan Hilir,10210,1,2,SIUNT,,,
8515,TRD2022090205591,Kali Rungkut,60119,Bendungan Hilir,10210,1,2,SIUNT,,,
8516,TRD2022090205253,Kali Rungkut,60119,Bengkaung,83355,9,11,SIUNT,,,
8517,TRD2022090205747,Kali Rungkut,60119,Bengkol,95251,2,4,SIUNT,,,
8518,TRD2022090205723,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
8519,TRD2022090205762,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
8520,TRD2022090205636,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
8521,TRD2022090205325,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
8522,TRD2022090205180,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
8523,TRD2022090205631,Kali Rungkut,60119,Bentenan Satu,95997,9,12,SIUNT,,,
8524,TRD2022090205542,Kali Rungkut,60119,Benteng,46217,4,5,SIUNT,,,
8525,TRD2022090205158,Kali Rungkut,60119,Bentengnge,91221,5,7,SIUNT,,,
8526,TRD2022090205739,Kali Rungkut,60119,Benua Anyar,70239,2,3,SIUNT,,,
8527,TRD2022090205602,Kali Rungkut,60119,Benua Anyar,70239,2,3,SIUNT,,,
8528,TRD2022090205741,Kali Rungkut,60119,Beraim,83582,7,9,SIUNT,,,
8529,TRD2022090205192,Kali Rungkut,60119,Betungan,38214,3,4,SIUNT,,,
8530,TRD2022090205511,Kali Rungkut,60119,Bintara,17134,1,2,SIUNT,,,
8531,TRD2022090205492,Kali Rungkut,60119,Bintaro,12330,1,2,SIUNT,,,
8532,TRD2022090205477,Kali Rungkut,60119,Bira,90243,2,3,SIUNT,,,
8533,TRD2022090205241,Kali Rungkut,60119,Bira,90243,2,3,SIUNT,,,
8534,TRD2022090205553,Kali Rungkut,60119,Bira,90243,2,3,SIUNT,,,
8535,TRD2022090205267,Kali Rungkut,60119,Bira,90243,2,3,SIUNT,,,
8536,TRD2022090205213,Kali Rungkut,60119,Bira,90243,2,3,SIUNT,,,
8537,TRD2022090205623,Kali Rungkut,60119,Bira,90243,2,3,SIUNT,,,
8538,TRD2022090205421,Kali Rungkut,60119,Birobuli Utara,94231,3,4,SIUNT,,,
8539,TRD2022090205746,Kali Rungkut,60119,Birobuli Utara,94231,3,4,SIUNT,,,
8540,TRD2022090205779,Kali Rungkut,60119,Biru,92714,7,9,SIUNT,,,
8541,TRD2022090205440,Kali Rungkut,60119,Bojong Kamal,15820,1,2,SIUNT,,,
8542,TRD2022090205446,Kali Rungkut,60119,Bojong Kulur,16969,1,2,SIUNT,,,
8543,TRD2022090205603,Kali Rungkut,60119,Bojong Kulur,16969,1,2,SIUNT,,,
8544,TRD2022090205479,Kali Rungkut,60119,Bojong Kulur,16969,1,2,SIUNT,,,
8545,TRD2022090205507,Kali Rungkut,60119,Bojong Menteng,17117,1,2,SIUNT,,,
8546,TRD2022090205161,Kali Rungkut,60119,Bojongsari Baru,16516,1,2,SIUNT,,,
8547,TRD2022090205610,Kali Rungkut,60119,Bombongan,91811,3,5,SIUNT,,,
8548,TRD2022090205364,Kali Rungkut,60119,Bonder (Bondir),83572,7,9,SIUNT,,,
8549,TRD2022090205356,Kali Rungkut,60119,Bongkaran,60161,1,2,SIUNT,,,
8550,TRD2022090205626,Kali Rungkut,60119,Bongopini,96121,2,4,SIUNT,,,
8551,TRD2022090205383,Kali Rungkut,60119,Borong Rappoa,92517,5,7,SIUNT,,,
8552,TRD2022090205699,Kali Rungkut,60119,Bugangan,50126,2,3,SIUNT,,,
8553,TRD2022090205261,Kali Rungkut,60119,Bugis,77312,5,8,SIUNT,,,
8554,TRD2022090205255,Kali Rungkut,60119,Bukit,80811,5,7,SIUNT,,,
8555,TRD2022090205291,Kali Rungkut,60119,Bukit Duri,12840,1,2,SIUNT,,,
8556,TRD2022090205196,Kali Rungkut,60119,Bukit Duri,12840,1,2,SIUNT,,,
8557,TRD2022090205154,Kali Rungkut,60119,Bukit Mulya,38764,9,12,SIUNT,,,
8558,TRD2022090205515,Kali Rungkut,60119,Bukit Pinang,75124,3,5,SIUNT,,,
8559,TRD2022090205590,Kali Rungkut,60119,Bukit Pinang,75124,3,5,SIUNT,,,
8560,TRD2022090205650,Kali Rungkut,60119,Bukit Pinang,75124,3,5,SIUNT,,,
8561,TRD2022090205555,Kali Rungkut,60119,Bukit Tunggal,73112,2,3,SIUNT,,,
8562,TRD2022090205296,Kali Rungkut,60119,Bukit Tunggal,73112,2,3,SIUNT,,,
8563,TRD2022090205577,Kali Rungkut,60119,Buliang,29438,3,4,SIUNT,,,
8564,TRD2022090205750,Kali Rungkut,60119,Buluh Cawang,30618,4,5,SIUNT,,,
8565,TRD2022090205227,Kali Rungkut,60119,Buluh Manis,28785,7,10,SIUNT,,,
8566,TRD2022090205749,Kali Rungkut,60119,Buluh Manis,28785,7,10,SIUNT,,,
8567,TRD2022090205191,Kali Rungkut,60119,Bulusan,50277,2,3,SIUNT,,,
8568,TRD2022090205185,Kali Rungkut,60119,Bulustalan,50246,2,3,SIUNT,,,
8569,TRD2022090205321,Kali Rungkut,60119,Bulustalan,50246,2,3,SIUNT,,,
8570,TRD2022090205324,Kali Rungkut,60119,Bulustalan,50246,2,3,SIUNT,,,
8571,TRD2022090205618,Kali Rungkut,60119,Bumi Amas,79211,7,10,SIUNT,,,
8572,TRD2022090205311,Kali Rungkut,60119,Bumi Jaya,75619,10,20,SIUNT,,,
8573,TRD2022090205458,Kali Rungkut,60119,Bumi Raya,35228,2,3,SIUNT,,,
8574,TRD2022090205780,Kali Rungkut,60119,Bunga Eja,84384,11,13,SIUNT,,,
8575,TRD2022090205696,Kali Rungkut,60119,Bungo Koto Tuo,26192,7,10,SIUNT,,,
8576,TRD2022090205359,Kali Rungkut,60119,Bungur,10460,1,2,SIUNT,,,
8577,TRD2022090205661,Kali Rungkut,60119,Buntongi,94683,8,9,SIUNT,,,
8578,TRD2022090205653,Kali Rungkut,60119,Buntongi,94683,8,9,SIUNT,,,
8579,TRD2022090205715,Kali Rungkut,60119,Burangkeng,17155,1,2,SIUNT,,,
8580,TRD2022090205222,Kali Rungkut,60119,Butung,90173,2,3,SIUNT,,,
8581,TRD2022090205752,Kali Rungkut,60119,Cakung Barat,13910,1,2,SIUNT,,,
8582,TRD2022090205422,Kali Rungkut,60119,Cakung Barat,13910,1,2,SIUNT,,,
8583,TRD2022090205727,Kali Rungkut,60119,Candi,50257,2,3,SIUNT,,,
8584,TRD2022090205229,Kali Rungkut,60119,Caringin,40212,2,3,SIUNT,,,
8585,TRD2022090205649,Kali Rungkut,60119,Caturharjo,55515,1,2,SIUNT,,,
8586,TRD2022090205476,Kali Rungkut,60119,Caturtunggal,55281,1,2,SIUNT,,,
8587,TRD2022090205675,Kali Rungkut,60119,Cemagi,80351,5,7,SIUNT,,,
8588,TRD2022090205182,Kali Rungkut,60119,Cempaka Putih,15411,1,2,SIUNT,,,
8589,TRD2022090205224,Kali Rungkut,60119,Cempaka Putih,15411,1,2,SIUNT,,,
8590,TRD2022090205410,Kali Rungkut,60119,Cempaka Putih Barat,10520,1,2,SIUNT,,,
8591,TRD2022090205674,Kali Rungkut,60119,Cibaduyut,40236,2,3,SIUNT,,,
8592,TRD2022090205694,Kali Rungkut,60119,Cibogo,15344,1,2,SIUNT,,,
8593,TRD2022090205692,Kali Rungkut,60119,Cibubur,13720,1,2,SIUNT,,,
8594,TRD2022090205404,Kali Rungkut,60119,Cibubur,13720,1,2,SIUNT,,,
8595,TRD2022090205552,Kali Rungkut,60119,Cideng,10150,1,2,SIUNT,,,
8596,TRD2022090205599,Kali Rungkut,60119,Cigadog,41283,5,7,SIUNT,,,
8597,TRD2022090205231,Kali Rungkut,60119,Cihanjuang,40559,5,7,SIUNT,,,
8598,TRD2022090205288,Kali Rungkut,60119,Cihanjuang,40559,5,7,SIUNT,,,
8599,TRD2022090205298,Kali Rungkut,60119,Cikini,10330,1,2,SIUNT,,,
8600,TRD2022090205713,Kali Rungkut,60119,Cilandak Barat,12430,1,2,SIUNT,,,
8601,TRD2022090205387,Kali Rungkut,60119,Cilandak Barat,12430,1,2,SIUNT,,,
8602,TRD2022090205283,Kali Rungkut,60119,Cilandak Timur,12560,1,2,SIUNT,,,
8603,TRD2022090205373,Kali Rungkut,60119,Cilandak Timur,12560,1,2,SIUNT,,,
8604,TRD2022090205453,Kali Rungkut,60119,Cilandak Timur,12560,1,2,SIUNT,,,
8605,TRD2022090205266,Kali Rungkut,60119,Cilangkap,16458,1,2,SIUNT,,,
8606,TRD2022090205668,Kali Rungkut,60119,Cilincing,14120,1,2,SIUNT,,,
8607,TRD2022090205536,Kali Rungkut,60119,Cimuncang,44113,3,5,SIUNT,,,
8608,TRD2022090205516,Kali Rungkut,60119,Cingcin,40914,2,3,SIUNT,,,
8609,TRD2022090205716,Kali Rungkut,60119,Ciomas Rahayu,16610,1,2,SIUNT,,,
8610,TRD2022090205778,Kali Rungkut,60119,Cipadung,40614,2,3,SIUNT,,,
8611,TRD2022090205365,Kali Rungkut,60119,Cipadung,40614,2,3,SIUNT,,,
8612,TRD2022090205315,Kali Rungkut,60119,Cipinang,13240,1,2,SIUNT,,,
8613,TRD2022090205349,Kali Rungkut,60119,Cipondoh,15148,1,2,SIUNT,,,
8614,TRD2022090205390,Kali Rungkut,60119,Cipondoh,15148,1,2,SIUNT,,,
8615,TRD2022090205568,Kali Rungkut,60119,Cipondoh,15148,1,2,SIUNT,,,
8616,TRD2022090205366,Kali Rungkut,60119,Ciporang,45514,3,4,SIUNT,,,
8617,TRD2022090205339,Kali Rungkut,60119,Citangkil,42441,1,2,SIUNT,,,
8618,TRD2022090205498,Kali Rungkut,60119,Cot Teungoh,24112,10,12,SIUNT,,,
8619,TRD2022090205520,Kali Rungkut,60119,Curug,41371,2,3,SIUNT,,,
8620,TRD2022090205500,Kali Rungkut,60119,Curug Kulon,15810,1,2,SIUNT,,,
8621,TRD2022090205485,Kali Rungkut,60119,Dabo,29871,6,8,SIUNT,,,
8622,TRD2022090205335,Kali Rungkut,60119,Dapur Kejambon,61419,3,4,SIUNT,,,
8623,TRD2022090205679,Kali Rungkut,60119,Dapur Kejambon,61419,3,4,SIUNT,,,
8624,TRD2022090205430,Kali Rungkut,60119,Dapurno,58192,4,6,SIUNT,,,
8625,TRD2022090205350,Kali Rungkut,60119,Darmo,60241,1,2,SIUNT,,,
8626,TRD2022090205551,Kali Rungkut,60119,Darmo,60241,1,2,SIUNT,,,
8627,TRD2022090205760,Kali Rungkut,60119,Dasan Baru,83553,9,11,SIUNT,,,
8628,TRD2022090205597,Kali Rungkut,60119,Delima,28291,2,4,SIUNT,,,
8629,TRD2022090205202,Kali Rungkut,60119,Delima,28291,2,4,SIUNT,,,
8630,TRD2022090205576,Kali Rungkut,60119,Delima,28291,2,4,SIUNT,,,
8631,TRD2022090205688,Kali Rungkut,60119,Delima,28291,2,4,SIUNT,,,
8632,TRD2022090205776,Kali Rungkut,60119,Deli Tua,20144,2,4,SIUNT,,,
8633,TRD2022090205756,Kali Rungkut,60119,Deli Tua,20144,2,4,SIUNT,,,
8634,TRD2022090205220,Kali Rungkut,60119,Delod Peken,82121,6,9,SIUNT,,,
8635,TRD2022090205735,Kali Rungkut,60119,Delod Peken,82121,6,9,SIUNT,,,
8636,TRD2022090205447,Kali Rungkut,60119,Diha,84173,9,11,SIUNT,,,
8637,TRD2022090205748,Kali Rungkut,60119,Donan,53222,2,3,SIUNT,,,
8638,TRD2022090205683,Kali Rungkut,60119,Dongi,91683,5,7,SIUNT,,,
8639,TRD2022090205484,Kali Rungkut,60119,Drajat,45133,2,3,SIUNT,,,
8640,TRD2022090205708,Kali Rungkut,60119,Driyorejo,61177,4,6,SIUNT,,,
8641,TRD2022090205230,Kali Rungkut,60119,Dukuh Kupang,60189,1,2,SIUNT,,,
8642,TRD2022090205269,Kali Rungkut,60119,Dupak,60179,1,2,SIUNT,,,
8643,TRD2022090205299,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT,,,
8644,TRD2022090205375,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT,,,
8645,TRD2022090205449,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT,,,
8646,TRD2022090205662,Kali Rungkut,60119,Durian,79462,9,12,SIUNT,,,
8647,TRD2022090205294,Kali Rungkut,60119,Durian Puloan,20991,7,10,SIUNT,,,
8648,TRD2022090205606,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT,,,
8649,TRD2022090205434,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT,,,
8650,TRD2022090205703,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT,,,
8651,TRD2022090205527,Kali Rungkut,60119,Dusun Bangko,37313,6,8,SIUNT,,,
8652,TRD2022090205273,Kali Rungkut,60119,Ehe,95375,7,10,SIUNT,,,
8653,TRD2022090205581,Kali Rungkut,60119,Ekor Lubuk,27125,6,8,SIUNT,,,
8654,TRD2022090205287,Kali Rungkut,60119,Ela-Ela,92511,5,7,SIUNT,,,
8655,TRD2022090205704,Kali Rungkut,60119,Ela-Ela,92511,5,7,SIUNT,,,
8656,TRD2022090205166,Kali Rungkut,60119,Essang,95883,9,12,SIUNT,,,
8657,TRD2022090205317,Kali Rungkut,60119,Galur,10530,1,2,SIUNT,,,
8658,TRD2022090205630,Kali Rungkut,60119,Ganggang Panjang,61272,2,3,SIUNT,,,
8659,TRD2022090205671,Kali Rungkut,60119,Gebang Putih,60117,1,2,SIUNT,,,
8660,TRD2022090205554,Kali Rungkut,60119,Gedong Karya,36371,9,12,SIUNT,,,
8661,TRD2022090205622,Kali Rungkut,60119,Genengsari,58171,4,6,SIUNT,,,
8662,TRD2022090205167,Kali Rungkut,60119,Genting Tanah,75557,12,23,SIUNT,,,
8663,TRD2022090205297,Kali Rungkut,60119,Geuceu Komplek,23239,5,6,SIUNT,,,
8664,TRD2022090205517,Kali Rungkut,60119,Geulumpang Sulu Timur,24354,6,8,SIUNT,,,
8665,TRD2022090205448,Kali Rungkut,60119,Gilingan,57134,2,3,SIUNT,,,
8666,TRD2022090205530,Kali Rungkut,60119,Glodok,11120,1,2,SIUNT,,,
8667,TRD2022090205328,Kali Rungkut,60119,Gondosuli,56415,2,3,SIUNT,,,
8668,TRD2022090205585,Kali Rungkut,60119,Gorahut,22758,7,10,SIUNT,,,
8669,TRD2022090205766,Kali Rungkut,60119,Grogol Indah,42166,3,4,SIUNT,,,
8670,TRD2022090205197,Kali Rungkut,60119,Gumpang,57169,3,4,SIUNT,,,
8671,TRD2022090205212,Kali Rungkut,60119,Gundaling II,22152,9,12,SIUNT,,,
8672,TRD2022090205368,Kali Rungkut,60119,Gunung Puyuh,43123,2,3,SIUNT,,,
8673,TRD2022090205165,Kali Rungkut,60119,Gunung Puyuh,43123,2,3,SIUNT,,,
8674,TRD2022090205567,Kali Rungkut,60119,Hajoran,22616,7,10,SIUNT,,,
8675,TRD2022090205690,Kali Rungkut,60119,Hambala,87112,7,9,SIUNT,,,
8676,TRD2022090205617,Kali Rungkut,60119,Hambala,87112,7,9,SIUNT,,,
8677,TRD2022090205584,Kali Rungkut,60119,Hambala,87112,7,9,SIUNT,,,
8678,TRD2022090205648,Kali Rungkut,60119,Hamdan,20151,2,4,SIUNT,,,
8679,TRD2022090205391,Kali Rungkut,60119,Harapan Baru,72169,9,12,SIUNT,,,
8680,TRD2022090205740,Kali Rungkut,60119,Hegarmanah,41151,5,7,SIUNT,,,
8681,TRD2022090205763,Kali Rungkut,60119,Hulawa,96181,9,11,SIUNT,,,
8682,TRD2022090205282,Kali Rungkut,60119,Huyula,96469,9,11,SIUNT,,,
8683,TRD2022090205320,Kali Rungkut,60119,Imogiri,55782,4,6,SIUNT,,,
8684,TRD2022090205489,Kali Rungkut,60119,Jaibaru Timur,84119,7,9,SIUNT,,,
8685,TRD2022090205200,Kali Rungkut,60119,Jaka Mulya,17146,1,2,SIUNT,,,
8686,TRD2022090205697,Kali Rungkut,60119,Jaka Mulya,17146,1,2,SIUNT,,,
8687,TRD2022090205725,Kali Rungkut,60119,Jatibarang,50519,2,3,SIUNT,,,
8688,TRD2022090205495,Kali Rungkut,60119,Jatibarang,45273,3,4,SIUNT,,,
8689,TRD2022090205432,Kali Rungkut,60119,Jatirejo,50223,2,3,SIUNT,,,
8690,TRD2022090205535,Kali Rungkut,60119,Jatirejo,50223,2,3,SIUNT,,,
8691,TRD2022090205429,Kali Rungkut,60119,Jatisari,40238,2,3,SIUNT,,,
8692,TRD2022090205491,Kali Rungkut,60119,Jelapat,73713,7,10,SIUNT,,,
8693,TRD2022090205656,Kali Rungkut,60119,Joglo,11640,1,2,SIUNT,,,
8694,TRD2022090205226,Kali Rungkut,60119,Joglo,11640,1,2,SIUNT,,,
8695,TRD2022090205676,Kali Rungkut,60119,Joglo,11640,1,2,SIUNT,,,
8696,TRD2022090205300,Kali Rungkut,60119,Jojo,59381,4,6,SIUNT,,,
8697,TRD2022090205238,Kali Rungkut,60119,Juata Permai,77116,2,3,SIUNT,,,
8698,TRD2022090205431,Kali Rungkut,60119,Jurang Manggu Timur,15222,1,2,SIUNT,,,
8699,TRD2022090205664,Kali Rungkut,60119,Jurang Mangu Barat,15223,1,2,SIUNT,,,
8700,TRD2022090205531,Kali Rungkut,60119,Kacamarga,35683,5,7,SIUNT,,,
8701,TRD2022090205357,Kali Rungkut,60119,Kadoodan,95513,6,8,SIUNT,,,
8702,TRD2022090205629,Kali Rungkut,60119,Kakaskasen,95418,6,8,SIUNT,,,
8703,TRD2022090205684,Kali Rungkut,60119,Kalabbirang,92211,7,9,SIUNT,,,
8704,TRD2022090205665,Kali Rungkut,60119,Kalawat,95378,7,10,SIUNT,,,
8705,TRD2022090205326,Kali Rungkut,60119,Kalawat,95378,7,10,SIUNT,,,
8706,TRD2022090205245,Kali Rungkut,60119,Kalembu Kuni,87217,7,9,SIUNT,,,
8707,TRD2022090205757,Kali Rungkut,60119,Kalembu Kuni,87217,7,9,SIUNT,,,
8708,TRD2022090205418,Kali Rungkut,60119,Kalepadang,92811,5,7,SIUNT,,,
8709,TRD2022090205659,Kali Rungkut,60119,Kalibaru,16414,1,2,SIUNT,,,
8710,TRD2022090205170,Kali Rungkut,60119,Kalimbu Tilu,87253,12,23,SIUNT,,,
8711,TRD2022090205686,Kali Rungkut,60119,Kalirejo,35365,5,7,SIUNT,,,
8712,TRD2022090205503,Kali Rungkut,60119,Kampung Baru,23116,5,6,SIUNT,,,
8713,TRD2022090205367,Kali Rungkut,60119,Kandangan,60199,1,2,SIUNT,,,
8714,TRD2022090205712,Kali Rungkut,60119,Kandangan,66152,4,6,SIUNT,,,
8715,TRD2022090205544,Kali Rungkut,60119,Kapuk,14470,1,2,SIUNT,,,
8716,TRD2022090205624,Kali Rungkut,60119,Kapuk,14470,1,2,SIUNT,,,
8717,TRD2022090205539,Kali Rungkut,60119,Kapuk,14470,1,2,SIUNT,,,
8718,TRD2022090205265,Kali Rungkut,60119,Karang Ambun,77315,5,8,SIUNT,,,
8719,TRD2022090205233,Kali Rungkut,60119,Karangbong,61254,2,3,SIUNT,,,
8720,TRD2022090205475,Kali Rungkut,60119,Karangbong,61254,2,3,SIUNT,,,
8721,TRD2022090205159,Kali Rungkut,60119,Karangmalang,50216,2,3,SIUNT,,,
8722,TRD2022090205304,Kali Rungkut,60119,Karangsari,55652,4,6,SIUNT,,,
8723,TRD2022090205405,Kali Rungkut,60119,Karta Mulya/Mulia,74172,7,9,SIUNT,,,
8724,TRD2022090205608,Kali Rungkut,60119,Karya Mukti,30681,5,7,SIUNT,,,
8725,TRD2022090205289,Kali Rungkut,60119,Karya Mukti,30681,5,7,SIUNT,,,
8726,TRD2022090205385,Kali Rungkut,60119,Kawatuna,94233,3,4,SIUNT,,,
8727,TRD2022090205564,Kali Rungkut,60119,Kayu Manis,13130,1,2,SIUNT,,,
8728,TRD2022090205640,Kali Rungkut,60119,Kayu Manis,13130,1,2,SIUNT,,,
8729,TRD2022090205443,Kali Rungkut,60119,Kayu Putih,85228,4,6,SIUNT,,,
8730,TRD2022090205329,Kali Rungkut,60119,Kebon Jeruk,40172,2,3,SIUNT,,,
8731,TRD2022090205579,Kali Rungkut,60119,Kebon Jeruk,40172,2,3,SIUNT,,,
8732,TRD2022090205353,Kali Rungkut,60119,Kebun Bunga,30151,3,4,SIUNT,,,
8733,TRD2022090205145,Kali Rungkut,60119,Kebun Jayanti,40284,2,3,SIUNT,,,
8734,TRD2022090205652,Kali Rungkut,60119,Kelapa Gading Barat,14240,1,2,SIUNT,,,
8735,TRD2022090205428,Kali Rungkut,60119,Kelapa Gading Barat,14240,1,2,SIUNT,,,
8736,TRD2022090205285,Kali Rungkut,60119,Kelapa Gading Barat,14240,1,2,SIUNT,,,
8737,TRD2022090205488,Kali Rungkut,60119,Kelapa Gading Barat,14240,1,2,SIUNT,,,
8738,TRD2022090205292,Kali Rungkut,60119,Kemala Raja,32111,5,7,SIUNT,,,
8739,TRD2022090205275,Kali Rungkut,60119,Kembang Sari,83618,7,9,SIUNT,,,
8740,TRD2022090205169,Kali Rungkut,60119,Kendalrejo,66183,4,6,SIUNT,,,
8741,TRD2022090205308,Kali Rungkut,60119,Kenep,64471,4,6,SIUNT,,,
8742,TRD2022090205717,Kali Rungkut,60119,Kerobokan Kelod,80117,2,3,SIUNT,,,
8743,TRD2022090205738,Kali Rungkut,60119,Kersaratu,42391,4,6,SIUNT,,,
8744,TRD2022090205691,Kali Rungkut,60119,Kertamukti,43362,4,6,SIUNT,,,
8745,TRD2022090205497,Kali Rungkut,60119,Kertarahayu,41356,3,4,SIUNT,,,
8746,TRD2022090205341,Kali Rungkut,60119,Kertonegoro,68171,4,6,SIUNT,,,
8747,TRD2022090205256,Kali Rungkut,60119,Kisaran Naga,21219,9,12,SIUNT,,,
8748,TRD2022090205528,Kali Rungkut,60119,Koja (Utara-Selatan),14210,1,2,SIUNT,,,
8749,TRD2022090205351,Kali Rungkut,60119,Korobonde,94966,11,13,SIUNT,,,
8750,TRD2022090205409,Kali Rungkut,60119,Kota Bangun,20243,2,4,SIUNT,,,
8751,TRD2022090205426,Kali Rungkut,60119,Kota Bangun,20243,2,4,SIUNT,,,
8752,TRD2022090205371,Kali Rungkut,60119,Kota Baringin (Beringin),22521,6,8,SIUNT,,,
8753,TRD2022090205181,Kali Rungkut,60119,Kota Matsum II,20215,2,4,SIUNT,,,
8754,TRD2022090205487,Kali Rungkut,60119,Kota Matsum II,20215,2,4,SIUNT,,,
8755,TRD2022090205681,Kali Rungkut,60119,Kota Praja,38767,7,10,SIUNT,,,
8756,TRD2022090205639,Kali Rungkut,60119,Koto Baru,27776,7,10,SIUNT,,,
8757,TRD2022090205201,Kali Rungkut,60119,Koto Lembu/Lebu,37111,7,10,SIUNT,,,
8758,TRD2022090205264,Kali Rungkut,60119,Kraton,61262,2,3,SIUNT,,,
8759,TRD2022090205221,Kali Rungkut,60119,Kregenan (Keregenan),67282,3,4,SIUNT,,,
8760,TRD2022090205710,Kali Rungkut,60119,Krobokan,50141,2,3,SIUNT,,,
8761,TRD2022090205559,Kali Rungkut,60119,Kromasan,66292,4,6,SIUNT,,,
